CASENO,SEVERITY,ACCDATE,ACCTIME,NOVEH,NOINJ,NOKILLED,INNEAR,COMMNAME,UGRID,USTREET1,USTREET2,UBLOCK,ROADAUTH,CTRLSECT,ATKM,RM,SIDEOF,QTR,SEC,TWP,RGE,MER,OTHERLOC
1567446,INJURY,2007-06-19,1747,2,1,0,IN,SASKATOON,SKG5-58,IDYLWYLD DR,MINTO PL,,URBAN,,,,,,,,,,
1585708,INJURY,2007-06-20,1855,2,1,0,IN,SASKATOON,SK,SPADINA,UNIVERSITY BRIDGE,,URBAN,,,,,,,,,,
1548695,INJURY,2007-06-29,1058,2,1,0,IN,REGINA,RE334650,ROCHDALE BLVD,6200N-6399N,,URBAN,,,,,,,,,,
1354182,INJURY,2007-06-29,1400,2,1,0,NEAR,BIG RIVER,,,,,FIRST NATIONS,,,,,,,,,,FIRST NATION NOT DETERMINED - 999
1313523,INJURY,2007-07-03,1727,2,1,0,IN,REGINA,RE690330,ARGYLE ST N,DONAHUE AVE,,URBAN,,,,,,,,,,
1493825,INJURY,2007-07-05,745,2,1,0,IN,REGINA,RE708950,SHERWOOD DR,SIDNEY ST,,URBAN,,,,,,,,,,
1550638,INJURY,2007-07-05,1840,2,1,0,IN,REGINA,RE133700,5TH AVE,2900-2999,,URBAN,,,,,,,,,,
1585713,INJURY,2007-07-05,820,2,1,0,IN,SASKATOON,SKJ9-72,CUMBERLAND AVE,400 S 13TH - 14TH,,URBAN,,,,,,,,,,
1548765,INJURY,2007-07-07,2238,2,1,0,IN,REGINA,RE690480,ARGYLE ST,SHERWOOD DR,,URBAN,,,,,,,,,,
1587052,INJURY,2007-07-07,1520,2,1,0,IN,SASKATOON,SKC7-8,22ND ST,WITNEY AVE,,URBAN,,,,,,,,,,
1596542,INJURY,2007-07-07,2156,2,1,0,IN,REGINA,RE691260,ATKINSON ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1460369,INJURY,2007-07-10,1305,2,1,0,IN,WEYBURN,,5TH ST,BISON AVE,,URBAN,,,,,,,,,,
1584514,INJURY,2007-07-10,1802,2,1,0,IN,SASKATOON,SK,SPADINA,UNIVERSITY BRIDGE,,URBAN,,,,,,,,,,
1505031,INJURY,2007-07-12,1500,2,1,0,IN,YORKTON,,6TH AVE,BACK ALLEY,,URBAN,,,,,,,,,,
1585120,INJURY,2007-07-13,9999,2,1,0,IN,SASKATOON,SKH9-44,12TH ST,DUFFERIN AVE,,URBAN,,,,,,,,,,
1542357,INJURY,2007-07-14,2037,2,1,0,NEAR,PRINCE ALBERT,,,,,FIRST NATIONS,,,,,,,,,,STURGEON LAKE - 101
1547747,INJURY,2007-07-17,2000,2,2,0,IN,NORTH BATTLEFORD,NBF58,8TH AVE,TERRITORIAL DR,,URBAN,,,,,,,,,,
1552225,INJURY,2007-07-17,1225,2,1,0,IN,REGINA,RE703690,LAKERIDGE RD,ROCHDALE BLVD,,URBAN,,,,,,,,,,
1548111,INJURY,2007-07-19,1430,2,1,0,IN,REGINA,RE678110,15TH AVE,BROAD ST,,URBAN,,,,,,,,,,
1584769,INJURY,2007-07-21,2104,2,1,0,IN,SASKATOON,SKD7-30,22ND ST,AVE W,,URBAN,,,,,,,,,,
1584770,INJURY,2007-07-24,1900,2,1,0,IN,SASKATOON,SKG6-14,29TH ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1549309,INJURY,2007-07-26,1800,2,1,0,IN,REGINA,RE697350,DEWDNEY AVE,MONTAGUE ST,,URBAN,,,,,,,,,,
1585930,INJURY,2007-07-26,939,2,1,0,IN,SASKATOON,SKG8-52,4TH AVE,20TH ST,,URBAN,,,,,,,,,,
1514312,INJURY,2007-07-29,1742,2,1,0,IN,REGINA,RE38900,BROAD ST,2300-2399,,URBAN,,,,,,,,,,
1567270,INJURY,2007-07-29,9999,2,1,0,IN,SASKATOON,SKH7-9,6TH AVE,25TH ST,,URBAN,,,,,,,,,,
1572801,INJURY,2007-07-29,1802,2,1,0,IN,REGINA,RE681490,2ND AVE N,ALBERT ST,,URBAN,,,,,,,,,,
1573174,INJURY,2007-07-30,1820,2,1,0,IN,REGINA,RE678060,15TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1565303,INJURY,2007-07-31,2130,2,1,0,IN,WHITEWOOD,,,,,HIGHWAY,0010300MUA,0,,,,,,,,
1537136,INJURY,2007-08-02,1750,2,1,0,IN,BALCARRES,,GEORGE ST,GODKIN AVE,,URBAN,,,,,,,,,,
1548907,INJURY,2007-08-02,1700,2,1,0,IN,REGINA,RE693900,CAMBRIDGE AVE,CANNON ST,,URBAN,,,,,,,,,,
1551481,INJURY,2007-08-02,1756,2,1,0,IN,REGINA,RE697350,DEWDNEY AVE,MONTAGUE ST,,URBAN,,,,,,,,,,
1559360,INJURY,2007-08-03,2209,2,1,0,IN,ESTEVAN,,KING ST,SOURIS AVE,,URBAN,,,,,,,,,,
1571312,INJURY,2007-08-03,2245,2,1,0,IN,REGINA,RE700100,FLEET ST,VICTORIA AVE N SV R,,URBAN,,,,,,,,,,
1547328,INJURY,2007-08-05,2134,2,1,0,IN,NORTH BATTLEFORD,NBE61,13TH AVE,103RD ST,,URBAN,,,,,,,,,,
1298911,INJURY,2007-08-07,1604,2,1,0,IN,PRINCE ALBERT,PA5W13,5TH AVE W,13TH ST,,URBAN,,,,,,,,,,
1585660,INJURY,2007-08-07,1043,2,1,0,IN,SASKATOON,SKF5-1,33RD ST,100  AVE B - IDYLWYLD,,URBAN,,,,,,,,,,
1515545,INJURY,2007-08-08,1944,2,1,0,IN,REGINA,RE676550,12TH AVE,ROSE ST,,URBAN,,,,,,,,,,
1577823,INJURY,2007-08-08,1330,2,1,0,IN,SASKATOON,SKG8-45,20TH ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1551383,FATAL,2007-08-08,1114,2,0,1,IN,REGINA,RE708860,ARCOLA AVE / SASKATCHEWAN DR,WINNIPEG ST,,URBAN,,,,,,,,,,
1587087,INJURY,2007-08-10,1221,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,MID BLOCK,,URBAN,,,,,,,,,,
1206547,INJURY,2007-08-11,2130,2,1,0,IN,MAPLE CREEK,,,,,HIGHWAY,0210400MUA,27.5,,,,,,,,
1534555,FATAL,2007-08-13,1030,2,0,1,NEAR,KAMSACK,,,,,FIRST NATIONS,,,,,,,,,,KEY - 65
1579076,INJURY,2007-08-15,1804,2,1,0,IN,SASKATOON,SKF7-104,25TH ST,300 W AVE C - AVE D,,URBAN,,,,,,,,,,
1584999,INJURY,2007-08-16,1810,2,1,0,IN,SASKATOON,SKG9-44,9TH ST,MCPHERSON AVE,,URBAN,,,,,,,,,,
1584915,INJURY,2007-08-18,2143,2,1,0,IN,SASKATOON,SKE7-1,22ND ST,AVE I,,URBAN,,,,,,,,,,
1559127,INJURY,2007-08-20,1420,2,1,0,IN,ESTEVAN,,13TH AVE,6TH ST,,URBAN,,,,,,,,,,
1295739,INJURY,2007-08-21,230,2,1,0,IN,PRINCE ALBERT,PA6E28,6TH AVE E,28TH ST,,URBAN,,,,,,,,,,
1585515,INJURY,2007-08-21,745,2,1,0,IN,SASKATOON,SKF4-15,AVE C,2000 N 41ST - CIRCLE,,URBAN,,,,,,,,,,
1572939,INJURY,2007-08-23,1410,2,1,0,IN,REGINA,RE684040,5TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1572864,INJURY,2007-08-29,745,2,1,0,IN,REGINA,RE708880,SCARTH ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1552065,INJURY,2007-08-30,1626,2,1,0,IN,REGINA,RE696650,DALGLIESH DR,MCCARTHY BLVD N,,URBAN,,,,,,,,,,
1521217,INJURY,2007-08-31,2011,2,1,0,IN,REGINA,RE688930,1ST AVE N / AVONHURST DR,ALBERT ST,,URBAN,,,,,,,,,,
1482287,INJURY,2007-09-03,1550,2,1,0,IN,REGINA,RE678060,15TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1585598,INJURY,2007-09-03,1528,2,1,0,IN,SASKATOON,SKH5-41,7TH AVE,WARMAN RD,,URBAN,,,,,,,,,,
1548010,INJURY,2007-09-05,1843,2,1,0,IN,REGINA,RE691140,ATHOL ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1572888,INJURY,2007-09-05,1745,2,1,0,IN,REGINA,RE705100,MCCARTHY BLVD,MIKKELSON DR,,URBAN,,,,,,,,,,
1295293,INJURY,2007-09-08,1536,2,1,0,IN,PRINCE ALBERT,PA28SW05,28TH ST W,500,,URBAN,,,,,,,,,,
1579153,INJURY,2007-09-10,540,2,1,0,IN,SASKATOON,SKB5-3,33RD ST,3100  JUNOR ST - MATHESON,,URBAN,,,,,,,,,,
1483860,INJURY,2007-09-15,1400,2,1,0,IN,REGINA,RE457000,WINNIPEG ST,1900-1999,,URBAN,,,,,,,,,,
1515459,INJURY,2007-09-15,1315,2,1,0,IN,REGINA,RE697920,DEWDNEY AVE,SCARTH ST,,URBAN,,,,,,,,,,
1586780,INJURY,2007-09-15,1110,2,1,0,IN,SASKATOON,SKE6-27,29TH ST,AVE P,,URBAN,,,,,,,,,,
1522420,INJURY,2007-09-17,1150,2,1,0,IN,REGINA,RE677080,13TH AVE,LORNE ST,,URBAN,,,,,,,,,,
1569309,INJURY,2007-09-18,1230,2,1,0,IN,MOOSE JAW,,10TH AVE SW,COTEAU ST W,,URBAN,,,,,,,,,,
1571559,INJURY,2007-09-18,1740,2,1,0,IN,REGINA,RE163600,4TH AVE,4800-4850,,URBAN,,,,,,,,,,
1578142,INJURY,2007-09-18,1530,2,1,0,IN,SASKATOON,SKH9-58,BROADWAY AVE,700 10TH - 11TH,,URBAN,,,,,,,,,,
1584893,INJURY,2007-09-20,745,2,1,0,IN,SASKATOON,SKF8-51,20TH ST,300 W AVE C - AVE D,,URBAN,,,,,,,,,,
1269352,INJURY,2007-09-21,1616,2,1,0,IN,MOOSE JAW,,3RD AVE NE,FAIRFORD ST E,,URBAN,,,,,,,,,,
1570855,INJURY,2007-09-21,1530,2,1,0,IN,REGINA,RE699110,EDGAR ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1579751,INJURY,2007-09-21,1149,2,1,0,IN,SASKATOON,SKG8-50,3RD AVE,20TH ST,,URBAN,,,,,,,,,,
1579575,INJURY,2007-09-24,749,2,1,0,IN,SASKATOON,SKH4-5,CAVERS ST,WARMAN RD,,URBAN,,,,,,,,,,
1494619,INJURY,2007-09-26,38,2,1,0,IN,REGINA,RE689100,ALBERT ST,COLLEGE AVE,,URBAN,,,,,,,,,,
1509694,INJURY,2007-09-27,845,2,1,0,IN,SASKATOON,SKB5-5,33RD ST,CONFEDERATION DR,,URBAN,,,,,,,,,,
1571531,INJURY,2007-09-27,1429,2,1,0,IN,REGINA,RE706920,PARK ST,VICTORIA AVE E,,URBAN,,,,,,,,,,
1579776,INJURY,2007-09-27,1408,2,1,0,IN,SASKATOON,SKF7-40,25TH ST,AVE D,,URBAN,,,,,,,,,,
1549258,INJURY,2007-09-29,1640,2,1,0,IN,REGINA,RE708850,SASKATCHEWAN DR,TORONTO ST,,URBAN,,,,,,,,,,
1539353,INJURY,2007-09-30,1400,2,1,0,IN,SASKATOON,SKQ6-10,KERR RD,MCORMOND RD,,URBAN,,,,,,,,,,
1296537,INJURY,2007-10-02,1640,2,1,0,IN,PRINCE ALBERT,PA4EMR,4TH AVE E,MARQUIS RD,,URBAN,,,,,,,,,,
1539434,INJURY,2007-10-06,1,2,1,0,IN,SASKATOON,SKD8-39,20TH ST,AVE W,,URBAN,,,,,,,,,,
1570465,INJURY,2007-10-11,1236,2,1,0,IN,REGINA,RE686030,7TH AVE,ANGUS ST,,URBAN,,,,,,,,,,
1579431,INJURY,2007-10-11,1520,2,1,0,IN,SASKATOON,SKJ3-14,ASSINIBOINE DR,WARMAN RD,,URBAN,,,,,,,,,,
1585808,INJURY,2007-10-13,1315,2,1,0,IN,SASKATOON,SKL9-20,MAIN ST,PRESTON AVE,,URBAN,,,,,,,,,,
1547654,INJURY,2007-10-14,1800,2,1,0,IN,NORTH BATTLEFORD,NBB15,95TH ST,97TH DR,,URBAN,,,,,,,,,,
1551097,INJURY,2007-10-15,1743,2,1,0,IN,REGINA,RE694730,CENTENNIAL ST / DARKE ST,KRAMER BLVD,,URBAN,,,,,,,,,,
1551098,INJURY,2007-10-16,1505,2,1,0,IN,REGINA,RE697530,DEWDNEY AVE E,MCARA ST,,URBAN,,,,,,,,,,
1513635,INJURY,2007-10-19,1903,2,1,0,IN,REGINA,RE684560,6TH AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1570019,INJURY,2007-10-21,1713,2,1,0,IN,REGINA,RE681490,2ND AVE N,ALBERT ST,,URBAN,,,,,,,,,,
1579436,INJURY,2007-10-26,1739,2,1,0,IN,SASKATOON,SKK2-15,PRIMROSE DR,CREE CR - LENORE DR,,URBAN,,,,,,,,,,
1568113,INJURY,2007-10-28,1146,2,1,0,IN,SASKATOON,SKF8-59,AVE G,300 S 19TH - 20TH,,URBAN,,,,,,,,,,
1581381,INJURY,2007-10-29,1530,2,1,0,IN,SASKATOON,SKN5-47,ATTRIDGE DR,CENTRAL AVE,,URBAN,,,,,,,,,,
1580360,INJURY,2007-10-30,1345,2,1,0,IN,SASKATOON,SKG7-99,22ND ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1547538,INJURY,2007-11-02,1642,2,1,0,IN,NORTH BATTLEFORD,NBE34,14TH AVE,100TH ST,,URBAN,,,,,,,,,,
1537597,INJURY,2007-11-08,839,2,1,0,IN,MELVILLE,,7TH AVE W,QUEBEC ST,,URBAN,,,,,,,,,,
1567973,INJURY,2007-11-15,738,2,1,0,IN,SASKATOON,SKE7-50,23RD ST,AVE P &  23RD ST,,URBAN,,,,,,,,,,
1571837,INJURY,2007-11-16,745,2,1,0,IN,REGINA,RE256700,MCDONALD ST,100N-149N,,URBAN,,,,,,,,,,
1578790,INJURY,2007-11-28,1735,2,1,0,IN,SASKATOON,SKP9-2,8TH ST,BOYCHUK DR,,URBAN,,,,,,,,,,
1580879,INJURY,2007-12-10,600,2,1,0,IN,SASKATOON,SKG5-16,QUEBEC AVE,1200 N 33RD - 34TH,,URBAN,,,,,,,,,,
1581581,INJURY,2008-01-04,255,2,2,0,IN,SASKATOON,SKF1-1,HWY #16 OFFRAMP,IDYLWYLD DR N,,URBAN,,,,,,,,,,
1548661,INJURY,2008-03-10,633,2,1,0,IN,REGINA,RE6400,ALBERT ST,900-999,,URBAN,,,,,,,,,,
1601726,INJURY,2008-03-15,1542,2,1,0,IN,SASKATOON,SKAA6-35,DIEFENBAKER DR,3700 FISHER / LLOYD - VANIER,,URBAN,,,,,,,,,,
1584334,INJURY,2008-03-31,645,2,1,0,IN,REGINA,RE681160,25TH AVE,RAE ST E S,,URBAN,,,,,,,,,,
1589376,INJURY,2008-04-01,2000,2,1,0,IN,BATTLEFORD,,22ND ST,2ND AVE,,URBAN,,,,,,,,,,
1584009,INJURY,2008-04-04,1250,2,1,0,IN,REGINA,RE85000,DEVONSHIRE DR,900N-918N,,URBAN,,,,,,,,,,
1504976,INJURY,2008-04-07,1815,2,1,0,IN,YORKTON,,BROADWAY ST W,ELIZABETH AVE,,URBAN,,,,,,,,,,
1572411,INJURY,2008-04-07,1248,2,1,0,IN,REGINA,RE688930,1ST AVE N / AVONHURST DR,ALBERT ST,,URBAN,,,,,,,,,,
1578532,INJURY,2008-04-14,745,2,1,0,IN,SASKATOON,SKM6-12,108TH ST,RITA AVE,,URBAN,,,,,,,,,,
1514518,INJURY,2008-04-15,1118,2,1,0,IN,REGINA,RE689030,ALBERT ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1568347,INJURY,2008-04-23,1615,2,1,0,IN,MOOSE JAW,,ATHABASCA ST E,300,,URBAN,,,,,,,,,,
1570544,INJURY,2008-04-24,1640,2,1,0,IN,REGINA,RE350300,SASKATCHEWAN DR,2000-2299,,URBAN,,,,,,,,,,
1594009,INJURY,2008-04-29,1515,2,1,0,IN,SWIFT CURRENT,,6TH AVE NE,,,URBAN,,,,,,,,,,
1580438,INJURY,2008-05-01,1754,2,1,0,IN,SASKATOON,SKJ3-14,ASSINIBOINE DR,WARMAN RD,,URBAN,,,,,,,,,,
1602631,INJURY,2008-05-01,515,2,1,0,IN,SASKATOON,SKB6-19,CONFEDERATION DR,MILTON ST / PALMER PL,,URBAN,,,,,,,,,,
1600760,INJURY,2008-05-09,9999,2,1,0,IN,SASKATOON,SKM11-8,ARLINGTON AVE,TAYLOR ST,,URBAN,,,,,,,,,,
1593757,INJURY,2008-05-12,2021,2,1,0,NEAR,LA LOCHE,,,,,FIRST NATIONS,,,,,,,,,,CLEARWATER RIVER - 221
1600570,INJURY,2008-05-14,1518,2,1,0,IN,SASKATOON,SKH11-7,YORK AVE,MAPLE ST - TAYLOR,,URBAN,,,,,,,,,,
1295068,INJURY,2008-05-15,1730,2,1,0,IN,PRINCE ALBERT,PA13SW11,13TH ST W,1100,,URBAN,,,,,,,,,,
1582840,INJURY,2008-05-16,1553,2,1,0,IN,REGINA,RE677190,13TH AVE,PASQUA ST,,URBAN,,,,,,,,,,
1589832,INJURY,2008-05-21,1424,2,1,0,IN,PELICAN NARROWS,,BONALD ST,1103,,URBAN,,,,,,,,,,
1535997,INJURY,2008-05-23,1742,2,1,0,IN,NORTH BATTLEFORD,NBF68,BATTLEFORD RD,RAILWAY AVE,,URBAN,,,,,,,,,,
1602381,INJURY,2008-05-23,1700,2,1,0,IN,SASKATOON,SKM9-1,8TH ST,3000  - 3100  ARLINGTON - CIRC,,URBAN,,,,,,,,,,
1614050,INJURY,2008-05-28,1800,2,1,0,IN,REGINA,RE697590,DEWDNEY AVE E,RUPERT ST,,URBAN,,,,,,,,,,
1589385,INJURY,2008-05-29,1530,2,1,0,IN,NORTH BATTLEFORD,NBD26,18TH AVE,100TH ST,,URBAN,,,,,,,,,,
1596834,INJURY,2008-05-29,1714,2,1,0,IN,REGINA,RE683550,4TH AVE,PASQUA ST,,URBAN,,,,,,,,,,
1602516,INJURY,2008-06-01,1430,2,1,0,IN,SASKATOON,SKC7-31,22ND ST,AVE Y - WITNEY,,URBAN,,,,,,,,,,
1575356,INJURY,2008-06-03,1550,2,1,0,IN,MELVILLE,,6TH ST E,MAIN,,URBAN,,,,,,,,,,
1492847,INJURY,2008-06-04,1630,2,1,0,IN,REGINA,RE709460,VICTORIA AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1504666,INJURY,2008-06-05,1100,2,1,0,IN,YORKTON,,2ND AVE N,,,URBAN,,,,,,,,,,
1602420,INJURY,2008-06-05,2223,2,1,0,IN,SASKATOON,SKA7-7,DIEFENBAKER DR,MOWAT CR N / SMALLWOOD,,URBAN,,,,,,,,,,
1596835,INJURY,2008-06-07,1544,2,1,0,IN,REGINA,RE676300,12TH AVE,CONNAUGHT ST,,URBAN,,,,,,,,,,
1596557,INJURY,2008-06-12,1626,2,1,0,IN,REGINA,RE688540,9TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1601338,INJURY,2008-06-12,732,2,1,0,IN,SASKATOON,SKG8-48,2ND AVE,20TH ST,,URBAN,,,,,,,,,,
1613591,INJURY,2008-06-14,1130,2,1,0,IN,REGINA,RE686930,8TH AVE N,BROAD ST N S INT,,URBAN,,,,,,,,,,
1587266,INJURY,2008-06-16,1710,2,1,0,IN,SASKATOON,SKE7-41,22ND ST,AVE N,,URBAN,,,,,,,,,,
1569641,INJURY,2008-06-18,1436,2,1,0,IN,REGINA,RE297500,PASQUA ST,700-799,,URBAN,,,,,,,,,,
1583540,INJURY,2008-06-18,1845,2,1,0,IN,REGINA,RE73100,COOPER CR,1-199,,URBAN,,,,,,,,,,
1598076,INJURY,2008-06-18,1703,2,1,0,IN,SASKATOON,SKO6-4,BERINI DR,115TH ST - ROGERS,,URBAN,,,,,,,,,,
1614476,INJURY,2008-06-18,2015,3,1,0,IN,REGINA,RE683550,4TH AVE,PASQUA ST,,URBAN,,,,,,,,,,
1596838,INJURY,2008-06-19,2009,2,1,0,IN,REGINA,RE141900,15TH AVE,3400-3499,,URBAN,,,,,,,,,,
1613005,INJURY,2008-06-20,1125,2,1,0,IN,REGINA,RE9999,NOT STATED,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1461787,INJURY,2008-06-21,1130,2,1,0,IN,SASKATOON,SKO6-9,BERINI DR,400  KERR - ROGERS,,URBAN,,,,,,,,,,
1491638,INJURY,2008-06-23,1843,2,1,0,IN,ESTEVAN,,KING ST,1100,,URBAN,,,,,,,,,,
1596839,INJURY,2008-06-25,1152,2,1,0,IN,REGINA,RE707360,PEPPER DR E,SHOOTER DR E,,URBAN,,,,,,,,,,
1612583,INJURY,2008-06-25,2130,2,1,0,IN,REGINA,RE695480,COLLEGE AVE,MCINTYRE ST,,URBAN,,,,,,,,,,
8116338,INJURY,2008-06-26,710,2,1,0,IN,MARTENSVILLE,,CENTENNIAL,MAIN,,URBAN,,,,,,,,,,
1531850,INJURY,2008-06-28,1155,2,1,0,IN,MARTENSVILLE,,1ST AVE,4TH ST,,URBAN,,,,,,,,,,
1559245,INJURY,2008-06-30,1730,2,1,0,IN,ESTEVAN,,12TH AVE,4TH ST,,URBAN,,,,,,,,,,
1596563,INJURY,2008-07-01,1557,2,1,0,IN,REGINA,RE320600,REGINA AVE,2700-2750,,URBAN,,,,,,,,,,
1559248,INJURY,2008-07-02,1610,2,1,0,IN,ESTEVAN,,KING ST,SOURIS AVE,,URBAN,,,,,,,,,,
1569696,INJURY,2008-07-02,1012,2,1,0,IN,REGINA,RE424700,12TH AVE,2000-2099,,URBAN,,,,,,,,,,
1614380,INJURY,2008-07-02,658,2,1,0,IN,REGINA,RE692950,BROAD ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1558318,INJURY,2008-07-03,1718,2,1,0,IN,WEYBURN,,1ST AVE SW,GOVERNMENT RD S,,URBAN,,,,,,,,,,
1331587,INJURY,2008-07-04,1737,2,1,0,IN,REGINA,RE683170,4TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1612649,INJURY,2008-07-04,1530,2,1,0,IN,REGINA,RE89400,DEWDNEY AVE,2600-2699,,URBAN,,,,,,,,,,
1581364,INJURY,2008-07-05,1925,2,1,0,IN,SASKATOON,SKE8-3,19TH ST,AVE I,,URBAN,,,,,,,,,,
1468895,INJURY,2008-07-07,1900,2,1,0,IN,MOOSE JAW,,ALGOMA AVE,SASKATCHEWAN ST,,URBAN,,,,,,,,,,
1569740,INJURY,2008-07-08,924,2,1,0,IN,REGINA,RE684050,5TH AVE,ANGUS ST,,URBAN,,,,,,,,,,
8117316,INJURY,2008-07-08,2130,2,1,0,IN,REGINA,RE691260,ATKINSON ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1457407,INJURY,2008-07-09,1559,2,1,0,IN,SASKATOON,SKH4-3,CIRCLE DR,MILLAR - WARMAN,,URBAN,,,,,,,,,,
1613450,INJURY,2008-07-09,9999,2,1,0,IN,REGINA,RE119400,11TH AVE,2300-2399,,URBAN,,,,,,,,,,
1614204,INJURY,2008-07-09,1700,2,1,0,IN,REGINA,RE119400,11TH AVE,2300-2399,,URBAN,,,,,,,,,,
1574426,INJURY,2008-07-11,1840,2,1,0,IN,YORKTON,,AGRICULTURAL AVE,BORDEN ST,,URBAN,,,,,,,,,,
1583856,INJURY,2008-07-11,1230,2,1,0,IN,REGINA,RE155900,14TH AVE,100E-199E,,URBAN,,,,,,,,,,
1558325,INJURY,2008-07-13,1802,2,1,0,IN,WEYBURN,,DOUGLAS RD,KING ST,,URBAN,,,,,,,,,,
1600878,INJURY,2008-07-13,2140,2,1,0,IN,SASKATOON,SKG8-52,4TH AVE,20TH ST,,URBAN,,,,,,,,,,
1573362,INJURY,2008-07-14,1500,2,1,0,IN,SASKATOON,SKM11-8,ARLINGTON AVE,TAYLOR ST,,URBAN,,,,,,,,,,
1581366,INJURY,2008-07-14,1712,2,1,0,IN,SASKATOON,SKG5-14,33RD ST,QUEBEC AVE,,URBAN,,,,,,,,,,
1600971,INJURY,2008-07-15,1500,2,1,0,IN,SASKATOON,SKJ9-1,8TH ST,CUMBERLAND AVE,,URBAN,,,,,,,,,,
1296668,INJURY,2008-07-17,1100,2,1,0,IN,PRINCE ALBERT,PAC13,13TH ST,CENTRAL AVE,,URBAN,,,,,,,,,,
1570336,INJURY,2008-07-17,815,2,1,0,IN,REGINA,RE679710,1ST AVE N,BROAD ST,,URBAN,,,,,,,,,,
1504664,INJURY,2008-07-18,1725,2,1,0,IN,YORKTON,,BELTS AVE,DARLINGTON ST,,URBAN,,,,,,,,,,
1567393,INJURY,2008-07-18,1455,2,1,0,IN,SASKATOON,SKA8-7,FAIRLIGHT DR,MCCORMACK RD / OLMSTEAD,,URBAN,,,,,,,,,,
1615777,INJURY,2008-07-21,1635,2,1,0,IN,SASKATOON,SKN10-30,MCKERCHER DR,TAIT CR,,URBAN,,,,,,,,,,
1616601,INJURY,2008-07-23,2010,2,1,0,IN,SASKATOON,SKL9-18,8TH ST,PRESTON AVE,,URBAN,,,,,,,,,,
1600616,INJURY,2008-07-25,1744,2,1,0,IN,SASKATOON,SKD9-12,11TH ST,AVE W W,,URBAN,,,,,,,,,,
1616795,INJURY,2008-07-25,1625,2,1,0,IN,SASKATOON,SKH7-3,24TH ST,SPADINA CR,,URBAN,,,,,,,,,,
1601925,INJURY,2008-07-26,2130,2,1,0,IN,SASKATOON,SKH4-9,HAZEN ST,WARMAN RD,,URBAN,,,,,,,,,,
1617252,INJURY,2008-07-27,1250,2,1,0,IN,SASKATOON,SKF9-30,17TH ST,AVE H,,URBAN,,,,,,,,,,
1568056,INJURY,2008-07-28,2147,2,1,0,IN,SASKATOON,SKG10-12,1ST ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1589257,INJURY,2008-07-29,1906,2,1,0,IN,NORTH BATTLEFORD,NBF2,11TH AVE,101ST ST,,URBAN,,,,,,,,,,
1532788,INJURY,2008-07-29,1427,2,1,0,IN,OXBOW,,,,,HIGHWAY,0180200MUA,39.69,,,,,,,,
1299782,INJURY,2008-08-01,1812,2,1,0,IN,PRINCE ALBERT,PARSD02,RIVERSIDE DR,200,,URBAN,,,,,,,,,,
1598045,INJURY,2008-08-01,2045,2,1,0,IN,SASKATOON,SKG7-59,3RD AVE,24TH ST,,URBAN,,,,,,,,,,
1178225,INJURY,2008-08-01,1933,2,1,0,IN,ESTEVAN,,BACK ALLEY,ARTHUR AVE - 701,,URBAN,,,,,,,,,,
1545501,INJURY,2008-08-03,1900,2,1,0,IN,WYNYARD,,4TH ST,AVE B E,,URBAN,,,,,,,,,,
1340095,INJURY,2008-08-04,1900,2,1,0,IN,MELVILLE,,8TH AVE E,KING ST,,URBAN,,,,,,,,,,
1570949,INJURY,2008-08-04,1547,2,1,0,IN,REGINA,RE34900,BLANCHFIELD ST,1100N-1120N,,URBAN,,,,,,,,,,
1589090,INJURY,2008-08-04,1500,2,1,0,IN,NORTH BATTLEFORD,NBF6,11TH AVE,105TH ST,,URBAN,,,,,,,,,,
1612775,INJURY,2008-08-04,1100,2,1,0,IN,REGINA,RE395400,SPENCE ST,1-20,,URBAN,,,,,,,,,,
1616454,INJURY,2008-08-04,1604,2,1,0,IN,SASKATOON,SKL9-22,8TH ST,ARLINGTON AVE,,URBAN,,,,,,,,,,
1468047,INJURY,2008-08-05,1756,2,1,0,IN,MOOSE JAW,,2ND AVE NE,MANITOBA ST E,,URBAN,,,,,,,,,,
1601813,INJURY,2008-08-05,1615,2,1,0,IN,SASKATOON,SKF5-35,33RD ST,AVE F,,URBAN,,,,,,,,,,
